plate	well	content	hd3_id	fbgn	gene_symbol	hd3plate	hd3well	hd3content	hd3query_id	hd3fbgn	hd3gene	id
CTRL1	I21	sample	HD3100267	FBgn0022936	CycH	1001	N5	probe	FBgn0022936_cr2	FBgn0022936	CycH	14805
CTRL1	I22	sample	HD3202570	FBgn0038464	CG16941	2007	N3	probe	FBgn0038464_cr4	FBgn0038464	NA	14806
CTRL1	I23	sample	HD3200334	FBgn0021796	Tor	2001	H20	probe	FBgn0021796_cr2	FBgn0021796	Tor	14807
CTRL1	I24	sample	HD3201334	FBgn0004103	Pp1-87B	2004	O4	probe	FBgn0004103_cr2	FBgn0004103	Pp1-87B	14808
CTRL1	J1	sample	HD3100433	FBgn0005671	Vha55	1002	I1	probe	FBgn0005671_cr1	FBgn0005671	Vha55	14809
CTRL1	J2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14810
CTRL1	J3	sample	HD3214092	FBgn0037487	thw	2037	N7	probe	HD3214092_1	FBgn0037487	CG14608	14811
CTRL1	J4	sample	HD3110286	FBgn0053542	upd3	1027	D4	probe	FBgn0053542_cr4	FBgn0053542	upd3	14812
CTRL1	J5	sample	HD3203869	FBgn0067102	GlcT-1	2011	E9	probe	FBgn0067102_cr1	FBgn0067102	GlcT-1	14813
CTRL1	J6	sample	HD3104221	FBgn0000577	en	1011	P18	probe	FBgn0000577_cr1	FBgn0000577	en	14814
CTRL1	J7	sample	HD3105747	FBgn0032809	CG13078	1015	N22	probe	FBgn0032809_cr1	FBgn0032809	CG13078	14815
CTRL1	J8	sample	HD3202348	FBgn0029858	mldr	2007	G15	probe	FBgn0028685_cr5	FBgn0028685	Rpt4	14816
CTRL1	J9	sample	HD3203017	FBgn0086384	Mer	2008	H10	probe	FBgn0086384_cr3	FBgn0086384	Mer	14817
CTRL1	J10	sample	HD3102814	FBgn0259978	vlc	1008	E12	probe	FBgn0259978_cr3	FBgn0259978	vlc	14818
CTRL1	J11	sample	HD3100434	FBgn0010222	Nmdmc	1002	I3	probe	FBgn0014018_cr1	FBgn0014018	Rel	14819
CTRL1	J12	sample	HD3101235	FBgn0026379	Pten	1004	M21	probe	FBgn0026379_cr9	FBgn0026379	Pten	14820
CTRL1	J13	sample	HD3101235	FBgn0026379	Pten	1004	M21	probe	FBgn0026379_cr9	FBgn0026379	Pten	14821
CTRL1	J14	sample	HD3102197	FBgn0046247	CG5938	1006	P1	probe	FBgn0046247_cr4	FBgn0046247	CG5938	14822
CTRL1	J15	sample	HD3201414	FBgn0014020	Rho1	2004	L19	probe	FBgn0014020_cr4	FBgn0014020	Rho1	14823
CTRL1	J16	sample	HD3100837	FBgn0034802	CG3800	1003	K17	probe	FBgn0034802_cr1	FBgn0034802	CG3800	14824
CTRL1	J17	sample	HD3212432	FBgn0043903	dome	2033	G24	probe	HD3212432_1	FBgn0043903	dome	14825
CTRL1	J18	sample	HD3200668	FBgn0004889	tws	2002	P15	probe	FBgn0004889_cr2	FBgn0004889	tws	14826
CTRL1	J19	sample	HD3200617	FBgn0001297	kay	2002	H9	probe	FBgn0001297_cr2	FBgn0001297	kay	14827
CTRL1	J20	sample	HD3209369	FBgn0037838	CG4089	2025	I18	probe	FBgn0037838_cr3	FBgn0037838	CG4089	14828
CTRL1	J21	sample	HD3102570	FBgn0038464	CG16941	1007	N3	probe	FBgn0038464_cr4	FBgn0038464	NA	14829
CTRL1	J22	sample	HD3100039	FBgn0000568	Eip75B	1001	G5	probe	FBgn0000568_cr2	FBgn0000568	Eip75B	14830
CTRL1	J23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14831
CTRL1	J24	sample	HD3202197	FBgn0046247	CG5938	2006	P1	probe	FBgn0046247_cr4	FBgn0046247	CG5938	14832
CTRL1	K1	sample	HD3115379	FBgn0261113	Xrp1	1041	C13	probe	HD3115379_1	FBgn0261113	Xrp1	14833
CTRL1	K2	sample	HD3206658	FBgn0010651	MFS14	2018	E20	probe	FBgn0010651_cr2	FBgn0010651	MFS14	14834
CTRL1	K3	sample	HD3113785	FBgn0052432	CG32432	1036	J18	probe	HD3113785_1	FBgn0052432	CG32432	14835
CTRL1	K4	sample	HD3206747	FBgn0260756	CG42554	2018	F5	probe	FBgn0260756_cr2	FBgn0260756	CG42554	14836
CTRL1	K5	sample	HD3106964	FBgn0000499	dsh	1019	I7	probe	FBgn0000499_cr1	FBgn0000499	dsh	14837
CTRL1	K6	sample	HD3105232	FBgn0016794	dos	1014	H23	probe	FBgn0016794_cr3	FBgn0016794	dos	14838
CTRL1	K7	sample	HD3202370	FBgn0035692	CG13298	2007	K11	probe	FBgn0035692_cr3	FBgn0035692	CG13298	14839
CTRL1	K8	sample	HD3101245	FBgn0011739	wts	1004	O17	probe	FBgn0011739_cr7	FBgn0011739	wts	14840
CTRL1	K9	sample	HD3203644	FBgn0260946	Exo84	2010	O16	probe	FBgn0260946_cr3	FBgn0260946	NA	14841
CTRL1	K10	sample	HD3200634	FBgn0004837	Su(H)	2002	J19	probe	FBgn0004837_cr2	FBgn0004837	Su(H)	14842
CTRL1	K11	sample	HD3200795	FBgn0086361	alph	2003	E5	probe	FBgn0086361_cr1	FBgn0086361	alph	14843
CTRL1	K12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14844
CTRL1	K13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14845
CTRL1	K14	sample	HD3100231	FBgn0001965	Sos	1001	H5	probe	FBgn0001965_cr2	FBgn0001965	Sos	14846
CTRL1	K15	sample	HD3109116	FBgn0036597	CG4962	1024	P15	probe	FBgn0036597_cr1	FBgn0036597	CG4962	14847
CTRL1	K16	sample	HD3200195	FBgn0003415	skd	2001	B5	probe	FBgn0003415_cr7	FBgn0003415	skd	14848
CTRL1	K17	sample	HD3112875	FBgn0024977	vilya	1034	B21	probe	HD3112875_1	FBgn0024977	CG2709	14849
CTRL1	K18	sample	HD3203420	FBgn0028484	Ack	2009	J24	probe	FBgn0028484_cr2	FBgn0028484	Ack	14850
CTRL1	K19	sample	HD3210130	FBgn0039479	CG14257	2027	I4	probe	FBgn0039479_cr2	FBgn0039479	CG14257	14851
CTRL1	K20	sample	HD3204043	FBgn0038145	Droj2	2011	B21	probe	FBgn0038145_cr1	FBgn0038145	Droj2	14852
CTRL1	K21	sample	HD3203986	FBgn0024329	Mekk1	2011	I4	probe	FBgn0024329_cr5	FBgn0024329	Mekk1	14853
CTRL1	K22	sample	HD3204826	FBgn0033205	CG2064	2013	F3	probe	FBgn0033205_cr4	FBgn0033205	CG2064	14854
CTRL1	K23	sample	HD3101522	FBgn0020255	Ran	1004	N20	probe	FBgn0020255_cr2	FBgn0020255	Ran	14855
CTRL1	K24	sample	HD3101247	FBgn0032596	Prosbeta4	1004	O21	probe	FBgn0032596_cr2	FBgn0032596	Prosbeta4	14856
CTRL1	L1	sample	HD3213785	FBgn0052432	CG32432	2036	J18	probe	HD3213785_1	FBgn0052432	CG32432	14857
CTRL1	L2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14858
CTRL1	L3	sample	HD3102841	FBgn0000319	Chc	1008	I18	probe	FBgn0000319_cr4	FBgn0000319	Chc	14859
CTRL1	L4	sample	HD3112313	FBgn0030823	CG8918	1033	E1	probe	FBgn0030823_cr3	FBgn0030823	CG8918	14860
CTRL1	L5	sample	HD3201220	FBgn0003041	pbl	2004	K15	probe	FBgn0003041_cr4	FBgn0003041	pbl	14861
CTRL1	L6	sample	HD3100390	FBgn0020412	JIL-1	1002	A11	probe	FBgn0020412_cr7	FBgn0020412	JIL-1	14862
CTRL1	L7	sample	HD3102459	FBgn0037280	CG1126	1007	I22	probe	FBgn0037280_cr2	FBgn0037280	CG1126	14863
CTRL1	L8	sample	HD3202459	FBgn0037280	CG1126	2007	I22	probe	FBgn0037280_cr5	FBgn0037280	CG1126	14864
CTRL1	L9	sample	HD3106658	FBgn0010651	MFS14	1018	E20	probe	FBgn0010651_cr4	FBgn0010651	MFS14	14865
CTRL1	L10	sample	HD3106747	FBgn0260756	CG42554	1018	F5	probe	FBgn0260756_cr2	FBgn0260756	CG42554	14866
CTRL1	L11	sample	HD3203313	FBgn0035236	CG12004	2009	J1	probe	FBgn0035236_cr3	FBgn0035236	CG12004	14867
CTRL1	L12	sample	HD3101447	FBgn0003118	pnt	1004	B14	probe	FBgn0003118_cr1	FBgn0003118	pnt	14868
CTRL1	L13	sample	HD3101447	FBgn0003118	pnt	1004	B14	probe	FBgn0003118_cr1	FBgn0003118	pnt	14869
CTRL1	L14	sample	HD3202321	FBgn0260987	vtd	2007	C9	probe	FBgn0260987_cr1	FBgn0260987	vtd	14870
CTRL1	L15	sample	HD3200185	FBgn0000117	arm	2001	O10	probe	FBgn0000117_cr4	FBgn0000117	arm	14871
CTRL1	L16	sample	HD3204872	FBgn0029123	SoxN	2013	L23	probe	FBgn0029123_cr1	FBgn0029123	SoxN	14872
CTRL1	L17	sample	HD3206615	FBgn0003366	sev	2018	O5	probe	FBgn0003366_cr5	FBgn0003366	sev	14873
CTRL1	L18	sample	HD3208682	FBgn0035791	CG8539	2023	H11	probe	FBgn0035791_cr2	FBgn0035791	CG8539	14874
CTRL1	L19	sample	HD3100369	FBgn0028689	Rpn6	1001	N18	probe	FBgn0028689_cr3	FBgn0028689	Rpn6	14875
CTRL1	L20	sample	HD3201242	FBgn0003079	Raf	2004	O11	probe	FBgn0003079_cr1	FBgn0003079	phl	14876
CTRL1	L21	sample	HD3111133	FBgn0030614	CG9072	1029	P18	probe	FBgn0030614_cr1	FBgn0030614	CG9072	14877
CTRL1	L22	sample	HD3106354	FBgn0037332	Hcs	1017	D11	probe	FBgn0015402_cr1	FBgn0015402	ksr	14878
CTRL1	L23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14879
CTRL1	L24	sample	HD3201447	FBgn0003118	pnt	2004	B14	probe	FBgn0003118_cr3	FBgn0003118	pnt	14880
CTRL1	M1	sample	HD3102122	FBgn0027868	Nup107	1006	B19	probe	FBgn0027868_cr2	FBgn0027868	Nup107	14881
CTRL1	M2	sample	HD3200434	FBgn0010222	Nmdmc	2002	I3	probe	FBgn0014018_cr2	FBgn0014018	Rel	14882
CTRL1	M3	sample	HD3200192	FBgn0002044	swm	2001	O24	probe	FBgn0002044_cr2	FBgn0002044	swm	14883
CTRL1	M4	sample	HD3205978	FBgn0003256	rl	2016	F3	probe	FBgn0003256_cre3	FBgn0003256	rl	14884
CTRL1	M5	sample	HD3213985	FBgn0033990	CG10265	2037	K10	probe	HD3213985_1	FBgn0033990	CG10265	14885
CTRL1	M6	sample	HD3211052	FBgn0011273	Acam	2029	B24	probe	HD3211052_1	FBgn0011273&FBgn0039374	Acam	14886
CTRL1	M7	sample	HD3208469	FBgn0001230	Hsp68	2023	C17	probe	FBgn0001230_cr1	FBgn0001230	Hsp68	14887
CTRL1	M8	sample	HD3111920	FBgn0038049	CG5844	1032	C7	probe	FBgn0038049_cr4	FBgn0038049	CG5844	14888
CTRL1	M9	sample	HD3109369	FBgn0037838	CG4089	1025	I18	probe	FBgn0037838_cr4	FBgn0037838	CG4089	14889
CTRL1	M10	sample	HD3100032	FBgn0041191	Rheb	1001	E15	probe	FBgn0041191_cr6	FBgn0041191	Rheb	14890
CTRL1	M11	sample	HD3202211	FBgn0053158	CG33158	2006	B6	probe	FBgn0260388_cr4	FBgn0260388	CG42514	14891
CTRL1	M12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14892
CTRL1	M13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14893
CTRL1	M14	sample	HD3208361	FBgn0003209	raw	2022	B18	probe	FBgn0003209_cr6	FBgn0003209	raw	14894
CTRL1	M15	sample	HD3101293	FBgn0032348	CG4751	1004	G18	probe	FBgn0032348_cr1	FBgn0032348	CG4751	14895
CTRL1	M16	sample	HD3109492	FBgn0261404	CG45781	1025	N23	probe	FBgn0261404_cre1	FBgn0261404	NA	14896
CTRL1	M17	sample	HD3206377	FBgn0015623	Cpr	2017	H9	probe	FBgn0015623_cr3	FBgn0015623	Cpr	14897
CTRL1	M18	sample	HD3204871	FBgn0086706	pix	2013	L21	probe	FBgn0086706_cr3	FBgn0086706	pix	14898
CTRL1	M19	sample	HD3112299	FBgn0034692	CG13502	1033	A21	probe	FBgn0034692_cr1	FBgn0034692	CG13502	14899
CTRL1	M20	sample	HD3204656	FBgn0037808	Bruce	2013	G23	probe	FBgn0037808_cr14	FBgn0037808	NA	14900
CTRL1	M21	sample	HD3204696	FBgn0026060	Mipp2	2013	O7	probe	FBgn0029840_cr1	FBgn0029840	raptor	14901
CTRL1	M22	sample	HD3104298	FBgn0000490	dpp	1012	M3	probe	FBgn0000490_cr1	FBgn0000490	dpp	14902
CTRL1	M23	sample	HD3213084	FBgn0085236	CG34207	2035	E7	probe	HD3213084_1	FBgn0085236	CG34207	14903
CTRL1	M24	sample	HD3206964	FBgn0000499	dsh	2019	I7	probe	FBgn0000499_cr2	FBgn0000499	dsh	14904
CTRL1	N1	sample	HD3206245	FBgn0039045	CG17119	2017	A10	probe	FBgn0039045_cr3	FBgn0039045	CG17119	14905
CTRL1	N2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14906
CTRL1	N3	sample	HD3101225	FBgn0015618	Cdk8	1004	M1	probe	FBgn0015618_cr1	FBgn0015618	Cdk8	14907
CTRL1	N4	sample	HD3200268	FBgn0003124	polo	2001	N7	probe	FBgn0003124_cr4	FBgn0003124	polo	14908
CTRL1	N5	sample	HD3207840	FBgn0040393	CG14265	2021	K8	probe	FBgn0040393_cr1	FBgn0040393	CG14265	14909
CTRL1	N6	sample	HD3202331	FBgn0031266	CG2807	2007	E5	probe	FBgn0031266_cr2	FBgn0031266	CG2807	14910
CTRL1	N7	sample	HD3201149	FBgn0003205	Ras85D	2003	P18	probe	FBgn0003205_cr3	FBgn0003205	Ras85D	14911
CTRL1	N8	sample	HD3104158	FBgn0004509	Fur1	1011	F12	probe	FBgn0004509_cr10	FBgn0004509	Fur1	14912
CTRL1	N9	sample	HD3100340	FBgn0026056	Rlip	1001	J8	probe	FBgn0026056_cr4	FBgn0026056	Rlip	14913
CTRL1	N10	sample	HD3201328	FBgn0015509	Cul1	2004	M16	probe	FBgn0015509_cr2	FBgn0015509	Cul1	14914
CTRL1	N11	sample	HD3111882	FBgn0039710	dgt1	1031	N4	probe	FBgn0039710_cr5	FBgn0039710	dgt1	14915
CTRL1	N12	sample	HD3117615	FBgn0032006	Pvr	1046	H22	control_pvr	HD3117615_1	FBgn0032006	Pvr	14916
CTRL1	N13	sample	HD3117615	FBgn0032006	Pvr	1046	H22	control_pvr	HD3117615_1	FBgn0032006	Pvr	14917
CTRL1	N14	sample	HD3200936	FBgn0039044	p53	2003	K24	probe	FBgn0039044_cr4	FBgn0039044	p53	14918
CTRL1	N15	sample	HD3110130	FBgn0039479	CG14257	1027	I4	probe	FBgn0039479_cr5	FBgn0039479	CG14257	14919
CTRL1	N16	sample	HD3212299	FBgn0034692	CG13502	2033	A21	probe	HD3212299_1	FBgn0034692	CG13502	14920
CTRL1	N17	sample	HD3105266	FBgn0038974	CG5377	1014	N19	probe	FBgn0038974_cr1	FBgn0038974	CG5377	14921
CTRL1	N18	sample	HD3201201	FBgn0010382	CycE	2004	I1	probe	FBgn0010382_cr3	FBgn0010382	CycE	14922
CTRL1	N19	sample	HD3102930	FBgn0053110	CG33110	1008	J3	probe	FBgn0053110_cr1	FBgn0053110	CG33110	14923
CTRL1	N20	sample	HD3204744	FBgn0034970	yki	2013	G8	probe	FBgn0034970_cr4	FBgn0034970	yki	14924
CTRL1	N21	sample	HD3212120	FBgn0031098	CG17068	2032	D23	probe	HD3212120_1	FBgn0031098	CG17068	14925
CTRL1	N22	sample	HD3204718	FBgn0031710	Vps52	2013	C4	probe	FBgn0031710_cr1	FBgn0031710	CG7371	14926
CTRL1	N23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14927
CTRL1	N24	sample	HD3101316	FBgn0000413	da	1004	K16	probe	FBgn0000413_cr1	FBgn0000413	NA	14928
CTRL1	O1	sample	HD3110976	FBgn0261793	Trf2	1029	F15	probe	FBgn0261793_cr8	FBgn0261793	Trf2	14929
CTRL1	O2	sample	HD3212626	FBgn0041184	Socs36E	2033	J4	probe	HD3212626_1	FBgn0041184	Socs36E	14930
CTRL1	O3	sample	HD3103420	FBgn0028484	Ack	1009	J24	probe	FBgn0028484_cr3	FBgn0028484	Ack	14931
CTRL1	O4	sample	HD3112432	FBgn0043903	dome	1033	G24	probe	FBgn0043903_cr3	FBgn0043903	dome	14932
CTRL1	O5	sample	HD3207442	FBgn0004638	drk	2020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	14933
CTRL1	O6	sample	HD3108361	FBgn0003209	raw	1022	B18	probe	FBgn0003209_cr3	FBgn0003209	raw	14934
CTRL1	O7	sample	HD3100334	FBgn0021796	Tor	1001	H20	probe	FBgn0021796_cr6	FBgn0021796	Tor	14935
CTRL1	O8	sample	HD3104495	FBgn0001085	fz	1012	N13	probe	FBgn0001085_cr1	FBgn0001085	fz	14936
CTRL1	O9	sample	HD3200013	FBgn0041111	lilli	2001	C1	probe	FBgn0041111_cr2	FBgn0041111	lilli	14937
CTRL1	O10	sample	HD3104656	FBgn0037808	Bruce	1013	G23	probe	FBgn0037808_cr28	FBgn0037808	NA	14938
CTRL1	O11	sample	HD3201394	FBgn0085432	pan	2004	J3	probe	FBgn0085432_cre2	FBgn0085432	pan	14939
CTRL1	O12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14940
CTRL1	O13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14941
CTRL1	O14	sample	HD3101201	FBgn0010382	CycE	1004	I1	probe	FBgn0010382_cr2	FBgn0010382	CycE	14942
CTRL1	O15	sample	HD3204621	FBgn0024846	p38b	2013	C1	probe	FBgn0024846_cr2	FBgn0024846	p38b	14943
CTRL1	O16	sample	HD3201792	FBgn0001218	Hsc70-3	2005	L7	probe	FBgn0001218_cr1	FBgn0001218	Hsc70-3	14944
CTRL1	O17	sample	HD3205266	FBgn0038974	CG5377	2014	N19	probe	FBgn0038974_cr1	FBgn0038974	CG5377	14945
CTRL1	O18	sample	HD3108682	FBgn0035791	CG8539	1023	H11	probe	FBgn0035791_cr1	FBgn0035791	CG8539	14946
CTRL1	O19	sample	HD3103244	FBgn0250843	Prosalpha6	1009	M8	probe	FBgn0250843_cr2	FBgn0250843	Prosalpha6	14947
CTRL1	O20	sample	HD3204895	FBgn0021818	cnk	2013	P21	probe	FBgn0021818_cr1	FBgn0021818	cnk	14948
CTRL1	O21	sample	HD3107840	FBgn0040393	CG14265	1021	K8	probe	FBgn0040393_cr1	FBgn0040393	CG14265	14949
CTRL1	O22	sample	HD3104541	FBgn0014366	noi	1012	F10	probe	FBgn0014366_cr1	FBgn0014366	noi	14950
CTRL1	O23	sample	HD3111195	FBgn0260794	ctrip	1030	I21	probe	FBgn0260794_cr1	FBgn0260794	ctrip	14951
CTRL1	O24	sample	HD3212373	FBgn0051495	CG31495	2033	O1	probe	HD3212373_1	FBgn0051495	CG31495	14952
CTRL1	P1	sample	HD3113162	FBgn0036870	CG14095	1035	A20	probe	FBgn0036870_cr1	FBgn0036870	CG14095	14953
CTRL1	P2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14954
CTRL1	P3	sample	HD3104826	FBgn0033205	CG2064	1013	F3	probe	FBgn0033205_cr1	FBgn0033205	CG2064	14955
CTRL1	P4	sample	HD3100634	FBgn0004837	Su(H)	1002	J19	probe	FBgn0004837_cr1	FBgn0004837	Su(H)	14956
CTRL1	P5	sample	HD3102370	FBgn0035692	CG13298	1007	K11	probe	FBgn0035692_cr1	FBgn0035692	CG13298	14957
CTRL1	P6	sample	HD3206354	FBgn0037332	Hcs	2017	D11	probe	FBgn0015402_cr1	FBgn0015402	ksr	14958
CTRL1	P7	sample	HD3100592	FBgn0000212	brm	1002	D7	probe	FBgn0000212_cr3	FBgn0000212	brm	14959
CTRL1	P8	sample	HD3104718	FBgn0031710	Vps52	1013	C4	probe	FBgn0031710_cr6	FBgn0031710	CG7371	14960
CTRL1	P9	sample	HD3104696	FBgn0026060	Mipp2	1013	O7	probe	FBgn0029840_cr2	FBgn0029840	raptor	14961
CTRL1	P10	sample	HD3201287	FBgn0033081	geminin	2004	G6	probe	FBgn0033081_cr1	FBgn0033081	geminin	14962
CTRL1	P11	sample	HD3206111	FBgn0067628	CG33331	2016	L6	probe	FBgn0067628_cr1	FBgn0067628	CG33331	14963
CTRL1	P12	sample	HD3101480	FBgn0004390	RasGAP1	1004	H8	probe	FBgn0004390_cr5	FBgn0004390	RasGAP1	14964
CTRL1	P13	sample	HD3101414	FBgn0014020	Rho1	1004	L19	probe	FBgn0014020_cr2	FBgn0014020	Rho1	14965
CTRL1	P14	sample	HD3201068	FBgn0032006	Pvr	2003	B24	probe	FBgn0032006_cr8	FBgn0032006	Pvr	14966
CTRL1	P15	sample	HD3201414	FBgn0014020	Rho1	2004	L19	probe	FBgn0014020_cr4	FBgn0014020	Rho1	14967
CTRL1	P16	sample	HD3200340	FBgn0026056	Rlip	2001	J8	probe	FBgn0026056_cr3	FBgn0026056	Rlip	14968
CTRL1	P17	sample	HD3203244	FBgn0250843	Prosalpha6	2009	M8	probe	FBgn0250843_cr3	FBgn0250843	Prosalpha6	14969
CTRL1	P18	sample	HD3101394	FBgn0085432	pan	1004	J3	probe	FBgn0085432_cr1	FBgn0085432	pan	14970
CTRL1	P19	sample	HD3101882	FBgn0033529	CG17765	1005	J20	probe	FBgn0033529_cr5	FBgn0033529	CG17765	14971
CTRL1	P20	sample	HD3207492	FBgn0001942	eIF-4a	2020	B7	probe	FBgn0001942_cr2	FBgn0001942	eIF-4a	14972
CTRL1	P21	sample	HD3100976	FBgn0004177	mts	1003	D7	probe	FBgn0004177_cr1	FBgn0004177	mts	14973
CTRL1	P22	sample	HD3211306	FBgn0050022	CG30022	2030	M4	probe	FBgn0058100_cr2	FBgn0058100	CR40100	14974
CTRL1	P23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14975
CTRL1	P24	sample	HD3209492	FBgn0261404	CG45781	2025	N23	probe	FBgn0261404_cr1	FBgn0261404	NA	14976
CTRL2	A1	sample	HD3114092	FBgn0037487	thw	1037	N7	probe	HD3114092_1	FBgn0037487	CG14608	14977
CTRL2	A2	sample	HD3200032	FBgn0041191	Rheb	2001	E15	probe	FBgn0041191_cr4	FBgn0041191	Rheb	14978
CTRL2	A3	sample	HD3101503	FBgn0037093	Cdk12	1004	L6	probe	FBgn0037093_cr5	FBgn0037093	Cdk12	14979
CTRL2	A4	sample	HD3201247	FBgn0051812	CG31812	2004	O21	probe	FBgn0032596_cr1	FBgn0032596	Prosbeta4	14980
CTRL2	A5	sample	HD3102005	FBgn0032955	CG2201	1006	O1	probe	FBgn0032955_cr4	FBgn0032955	CG2201	14981
CTRL2	A6	sample	HD3205747	FBgn0032809	CG13078	2015	N22	probe	FBgn0032809_cr1	FBgn0032809	CG13078	14982
CTRL2	A7	sample	HD3204329	FBgn0035388	CG2162	2012	A18	probe	FBgn0035388_cr8	FBgn0035388	CG2162	14983
CTRL2	A8	sample	HD3211133	FBgn0030614	CG9072	2029	P18	probe	HD3211133_1	FBgn0030614	CG9072	14984
CTRL2	A9	sample	HD3201225	FBgn0015618	Cdk8	2004	M1	probe	FBgn0015618_cr1	FBgn0015618	Cdk8	14985
CTRL2	A10	sample	HD3112373	FBgn0051495	CG31495	1033	O1	probe	FBgn0051495_cr1	FBgn0051495	CG31495	14986
CTRL2	A11	sample	HD3103591	FBgn0015565	yin	1010	G6	probe	FBgn0015565_cr1	FBgn0015565	NA	14987
CTRL2	A12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14988
CTRL2	A13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	14989
CTRL2	A14	sample	HD3211195	FBgn0260794	ctrip	2030	I21	probe	HD3211195_1	FBgn0260794	ctrip	14990
CTRL2	A15	sample	HD3106235	FBgn0036932	CG14184	1017	O13	probe	FBgn0036932_cr1	FBgn0036932	CG14184	14991
CTRL2	A16	sample	HD3100255	FBgn0001324	kto	1001	L5	probe	FBgn0001324_cr1	FBgn0001324	kto	14992
CTRL2	A17	sample	HD3106615	FBgn0003366	sev	1018	O5	probe	FBgn0003366_cr12	FBgn0003366	sev	14993
CTRL2	A18	sample	HD3203194	FBgn0015393	hoip	2009	E4	probe	FBgn0015393_cr2	FBgn0015393	hoip	14994
CTRL2	A19	sample	HD3204158	FBgn0004509	Fur1	2011	F12	probe	FBgn0004509_cr7	FBgn0004509	Fur1	14995
CTRL2	A20	sample	HD3102729	FBgn0040011	Slmap	1008	G9	probe	FBgn0040011_cr3	FBgn0040011	Slmap	14996
CTRL2	A21	sample	HD3200267	FBgn0022936	CycH	2001	N5	probe	FBgn0022936_cr3	FBgn0022936	CycH	14997
CTRL2	A22	sample	HD3104795	FBgn0086687	Desat1	1013	O14	probe	FBgn0086687_cr4	FBgn0086687	Desat1	14998
CTRL2	A23	sample	HD3206235	FBgn0036932	CG14184	2017	O13	probe	FBgn0036932_cr5	FBgn0036932	CG14184	14999
CTRL2	A24	sample	HD3101120	FBgn0037655	CG11984	1003	L8	probe	FBgn0040534_cr1	FBgn0040534	CG11985	15000
CTRL2	B1	sample	HD3202841	FBgn0000319	Chc	2008	I18	probe	FBgn0000319_cr5	FBgn0000319	Chc	15001
CTRL2	B2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15002
CTRL2	B3	sample	HD3200231	FBgn0001965	Sos	2001	H5	probe	FBgn0001965_cr1	FBgn0001965	Sos	15003
CTRL2	B4	sample	HD3105776	FBgn0035436	CG12016	1016	C7	probe	FBgn0035437_cr1	FBgn0035437	Strip	15004
CTRL2	B5	sample	HD3201245	FBgn0011739	wts	2004	O17	probe	FBgn0011739_cr8	FBgn0011739	wts	15005
CTRL2	B6	sample	HD3205417	FBgn0031976	CG7367	2015	G9	probe	FBgn0044323_cr1	FBgn0044323	Cka	15006
CTRL2	B7	sample	HD3201522	FBgn0020255	Ran	2004	N20	probe	FBgn0020255_cr1	FBgn0020255	Ran	15007
CTRL2	B8	sample	HD3204792	FBgn0025615	Torsin	2013	O8	probe	FBgn0025615_cr2	FBgn0025615	Torsin	15008
CTRL2	B9	sample	HD3200592	FBgn0000212	brm	2002	D7	probe	FBgn0000212_cr1	FBgn0000212	brm	15009
CTRL2	B10	sample	HD3101427	FBgn0067629	CG33332	1004	N21	probe	FBgn0004597_cr1	FBgn0004597	CycC	15010
CTRL2	B11	sample	HD3200837	FBgn0034802	CG3800	2003	K17	probe	FBgn0034802_cr1	FBgn0034802	CG3800	15011
CTRL2	B12	sample	HD3101217	FBgn0010269	Dsor1	1004	K9	probe	FBgn0010269_cr4	FBgn0010269	Dsor1	15012
CTRL2	B13	sample	HD3101217	FBgn0010269	Dsor1	1004	K9	probe	FBgn0010269_cr4	FBgn0010269	Dsor1	15013
CTRL2	B14	sample	HD3102330	FBgn0019886	Letm1	1007	E3	probe	FBgn0019886_cr2	FBgn0019886	Letm1	15014
CTRL2	B15	sample	HD3202330	FBgn0019886	Letm1	2007	E3	probe	FBgn0019886_cr3	FBgn0019886	Letm1	15015
CTRL2	B16	sample	HD3201217	FBgn0010269	Dsor1	2004	K9	probe	FBgn0010269_cr2	FBgn0010269	Dsor1	15016
CTRL2	B17	sample	HD3112988	FBgn0034240	MESR4	1034	F8	probe	HD3112988_1	FBgn0034240	MESR4	15017
CTRL2	B18	sample	HD3105111	FBgn0037024	tzn	1014	C22	probe	FBgn0037024_cr2	FBgn0037024	CG4365	15018
